2024-07-28,  코난테크놀로지 ,402030,16500,100,-0.6,16600,16800,13895,16700,16300,230
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  넥스트칩 ,396270,10180,120,1.1,10060,10290,111785,10070,9970,1131
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  삼성스팩6호 ,425290,2370,35,1.5,2335,2480,221190,2330,2330,534
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  엔에이치스팩23호 ,422040,2145,0,0.0,2145,0,0,0,0,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  교보12호스팩 ,421800,2335,40,-1.6,2375,2365,112970,2365,2300,262
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  레이저쎌 ,412350,7070,40,-0.5,7110,7350,69053,7080,7030,490
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  보로노이  ,310210,80300,"1,600",2.0,78700,80800,183738,78700,77800,14663
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  위니아에이드   ,377460,1691,0,0.0,1691,0,0,0,0,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  케이비제21호스팩 ,424140,2170,35,1.6,2135,2200,47297,2135,2125,102
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  비큐AI ,148780,1220,9,-0.7,1229,1238,132572,1216,1195,161
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  범한퓨얼셀 ,382900,17740,160,-0.8,17900,18200,34929,17940,17600,622
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  코나솔 ,176590,7420,80,-1.0,7500,7800,2076,7600,7410,15
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  청담글로벌 ,362320,8110,170,-2.0,8280,8350,119650,8200,8090,977
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  마스턴프리미어리츠 ,357430,2510,20,0.8,2490,2515,41155,2505,2480,102
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  하나금융22호스팩 ,418170,2380,0,0.0,2380,0,0,0,0,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  가온칩스   ,399720,53000,"1,100",-2.0,54100,54900,90350,54600,52300,4786
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  대명에너지 ,389260,12810,340,-2.5,13150,13290,17705,12880,12800,229
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  상상인제3호스팩 ,415580,2100,15,-0.7,2115,2115,29998,2100,2100,63
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  포바이포 ,389140,7100,90,-1.2,7190,7280,40576,7190,7040,289
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  미래에셋비전스팩1호 ,412930,2620,0,0.0,2620,0,0,0,0,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  키움제6호스팩 ,413600,2240,0,0.0,2240,0,0,0,0,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  지투파워 ,388050,7820,110,1.4,7710,7930,109569,7710,7710,859
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  씨피시스템 ,413630,3215,0,0.0,3215,3500,1401540,3185,3070,4681
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  코람코더원리츠 ,417310,5150,10,0.1,5140,5180,32153,5180,5130,165
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  세아메카닉스 ,396300,3040,60,-1.9,3100,3105,83713,3070,3035,256
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  공구우먼 ,366030,5120,50,-0.9,5170,5200,33952,5170,5110,174
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  유일로보틱스 ,388720,26500,300,1.1,26200,26700,28695,26200,26000,758
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  모아데이타 ,288980,1718,34,-1.9,1752,1762,162645,1735,1714,282
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  메쎄이상 ,408920,2310,10,-0.4,2320,2320,12576,2295,2290,29
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  노을 ,376930,2270,10,-0.4,2280,2320,101833,2300,2240,231
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  비씨엔씨 ,146320,15600,200,-1.2,15800,15870,34714,15770,15600,544
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  풍원정밀 ,371950,11030,20,-0.1,11050,11330,93136,11330,10920,1032
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  스톤브릿지벤처스 ,330730,3840,5,-0.1,3845,3865,12428,3810,3810,48
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  하나금융21호스팩 ,406760,2135,0,0.0,2135,0,0,0,0,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  브이씨 ,365900,4040,70,-1.7,4110,4135,28034,4110,4000,113
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  퓨런티어 ,370090,16900,"1,000",-5.5,17900,18020,111005,17800,16850,1899
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  바이오에프디엔씨 ,251120,16900,170,1.0,16730,17080,45603,16780,16610,768
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  인카금융서비스 ,211050,4625,90,-1.9,4715,4800,150350,4740,4580,698
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  나래나노텍 ,137080,4580,40,0.8,4540,4615,13008,4535,4450,59
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아셈스 ,136410,6650,170,2.6,6480,6750,12294,6460,6460,81
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  스코넥 ,276040,3725,50,1.3,3675,3725,24794,3630,3630,91
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  이지트로닉스 ,377330,5820,100,-1.6,5920,5920,14338,5860,5740,83
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  LG에너지솔루션    ,373220,325000,"7,500",-2.2,332500,334000,160854,332000,322500,52543
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  애드바이오텍 ,179530,3080,230,8.0,2850,3330,346745,2825,2790,1077
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  케이옥션 ,102370,3950,85,2.2,3865,4275,1580096,3890,3880,6431
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  코스텍시스템 ,169670,15000,190,-1.2,15190,15180,761,15030,14500,11
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  오토앤 ,353590,4390,0,0.0,4390,4500,21508,4370,4370,95
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  래몽래인 ,200350,11950,430,3.7,11520,12300,105334,11400,11400,1253
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  라피치 ,403360,12910,0,0.0,12910,12910,0,12910,12910,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  제이엠멀티 ,254160,2300,0,0.0,2300,2300,0,2300,2300,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  신한서부티엔디리츠 ,404990,4345,15,0.3,4330,4350,49617,4330,4275,213
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  툴젠 ,199800,78200,"2,400",-2.9,80600,81800,65197,80800,77000,5189
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  미래에셋글로벌리츠 ,396690,3060,25,0.8,3035,3080,24438,3080,3040,74
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  켈스 ,402420,9580,0,0.0,9580,9580,0,9580,9580,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  SK스퀘어   ,402340,83300,"2,900",3.6,80400,84400,342688,82300,81700,28525
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  마음AI ,377480,13230,330,2.5,12900,13230,25157,12840,12760,327
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  알비더블유 ,361570,2390,55,2.3,2335,2390,13940,2335,2300,33
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  NH올원리츠 ,400760,3640,10,-0.2,3650,3650,38244,3625,3625,139
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  NPX  ,222160,8040,0,0.0,8040,0,0,0,0,0
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  트윔 ,290090,8440,200,-2.3,8640,8690,4855,8640,8430,41
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아이티아이즈 ,372800,5470,470,9.4,5000,5980,181693,4970,4970,1018
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  지오엘리먼트 ,311320,9520,50,-0.5,9570,9600,13554,9510,9450,129
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  디어유   ,376300,24300,250,-1.0,24550,24750,21429,24250,24250,524
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  비트나인 ,357880,3285,215,7.0,3070,3315,233493,3060,3060,750
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  지니너스 ,389030,1658,28,1.7,1630,1660,91168,1622,1618,149
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  카카오페이   ,377300,26000,250,0.9,25750,26100,226382,25650,25100,5816
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  피코그램 ,376180,3360,15,0.4,3345,3480,205577,3335,3335,698
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  엔켐   ,348370,170300,"8,000",-4.4,178300,182000,409290,181000,168000,70583
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  리파인 ,377450,11180,110,-0.9,11290,11430,25446,11400,11180,287
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  지앤비에스 에코 ,382800,3945,65,-1.6,4010,4070,165035,4010,3920,655
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아이패밀리에스씨 ,114840,31550,"1,200",-3.6,32750,33050,237399,32750,31150,7565
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  차백신연구소 ,261780,4490,25,-0.5,4515,4550,48618,4550,4420,218
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  지아이텍 ,382480,2420,25,1.0,2395,2425,82926,2355,2350,198
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  코닉오토메이션 ,391710,2500,35,1.4,2465,2590,119088,2465,2430,298
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  케이카 ,381970,12370,80,-0.6,12450,12450,53570,12450,12250,661
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  씨유테크 ,376290,3595,45,-1.2,3640,3640,11259,3640,3550,40
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아스플로 ,159010,8930,40,-0.4,8970,9110,13153,8860,8860,118
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  원준 ,382840,11020,80,-0.7,11100,11240,35649,11110,10850,392
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  실리콘투  ,257720,42050,350,-0.8,42400,43050,893895,42950,41000,37538
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  에스앤디 ,260970,39200,"1,500",-3.6,40700,42100,73168,41100,39050,2959
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  프롬바이오 ,377220,1806,20,1.1,1786,1825,135549,1790,1786,244
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  바이오플러스 ,099430,5990,270,4.7,5720,6040,1452898,5710,5450,8359
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  HD현대중공업   ,329180,207500,"30,000",16.0,177500,210000,1073263,184500,183500,213559
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  SK리츠 ,395400,5070,20,0.4,5050,5070,220808,5050,5020,1114
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  와이엠텍 ,273640,14600,500,-3.3,15100,15260,121138,15060,14550,1791
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  에이비온 ,203400,7790,70,-0.8,7860,7950,81577,7800,7700,636
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  라이콤 ,388790,3880,100,2.6,3780,3990,1282049,3810,3720,4979
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  일진하이솔루스  ,271940,20650,200,0.9,20450,20800,17179,20800,20450,355
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  디앤디플랫폼리츠 ,377190,3490,15,0.4,3475,3490,53941,3480,3450,187
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  바이젠셀 ,308080,4130,0,0.0,4130,4255,63228,4135,4015,261
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아주스틸 ,139990,5000,35,0.7,4965,5020,10414,4965,4950,51
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  롯데렌탈 ,089860,31000,50,0.1,30950,31200,29252,30900,30850,906
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  브레인즈컴퍼니 ,099390,6690,20,0.3,6670,6700,4670,6700,6610,31
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  딥노이드 ,315640,6450,230,-3.4,6680,6710,223032,6620,6430,1447
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  한컴라이프케어 ,372910,4670,85,1.8,4585,4685,47873,4565,4565,221
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  엠로   ,058970,54600,400,0.7,54200,56900,81944,54500,54400,4572
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  플래티어 ,367000,5860,20,0.3,5840,5890,5378,5790,5730,31
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  원티드랩 ,376980,5570,60,-1.0,5630,5660,19955,5630,5530,111
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  크래프톤   ,259960,285000,"1,500",-0.5,286500,288500,48886,286500,282500,13959
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  HK이노엔   ,195940,40950,100,0.2,40850,41750,137818,41100,40500,5677
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  PI첨단소재   ,178920,28800,200,-0.6,29000,29300,82589,29000,28050,2383
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  카카오뱅크   ,323410,21200,200,-0.9,21400,21900,1041269,21350,20950,22258
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  에브리봇 ,270660,19820,330,-1.6,20150,20200,74372,19980,19800,1480
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  맥스트 ,377030,3750,50,1.3,3700,3755,36723,3700,3650,136
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  큐라클  ,365270,5970,70,1.1,5900,6010,46159,5950,5860,274
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  에스디바이오센서   ,137310,9460,260,2.8,9200,9470,207734,9310,9190,1946
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  오비고 ,352910,7010,0,0.0,7010,7090,12064,7020,6950,85
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  엠씨넥스 ,097520,21400,150,0.7,21250,21500,46087,21100,21100,980
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아모센스 ,357580,8980,170,-1.8,9150,9130,20685,9020,8980,186
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  타임기술 ,318660,2850,100,-3.3,2950,2950,1106,2950,2800,3
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  이노뎁 ,303530,8550,50,0.5,8500,8690,9945,8550,8450,85
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  라온테크 ,232680,8200,170,-2.0,8370,8370,25533,8370,8110,209
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  LB루셈 ,376190,5590,80,1.4,5510,5600,13022,5470,5420,71
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  이성씨엔아이 ,379390,9950,150,1.5,9800,10000,438,10000,9700,4
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  에이디엠코리아 ,187660,3085,70,-2.2,3155,3215,117489,3175,3075,367
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  에코프로에이치엔   ,383310,52600,"1,200",-2.2,53800,54200,61732,53700,52100,3268
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  LX홀딩스 ,383800,6970,90,1.3,6880,6970,67306,6870,6870,466
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  제주맥주 ,276730,1085,1,-0.0,1086,1108,1778254,1077,1058,1921
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  진시스템 ,363250,10710,710,7.1,10000,10800,182601,10030,9870,1926
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  F&F   ,383220,61000,"1,700",-2.7,62700,63100,94413,63100,61000,5831
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  삼영에스앤씨 ,361670,7150,10,0.1,7140,7500,20733,7460,7000,151
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  샘씨엔에스 ,252990,5800,50,0.8,5750,5860,133135,5730,5670,767
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  씨앤씨인터내셔널  ,352480,111100,400,-0.3,111500,111800,85417,111500,105500,9279
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  에이치피오 ,357230,3370,25,-0.7,3395,3440,19008,3415,3365,65
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  SK아이이테크놀로지   ,361610,37350,250,-0.6,37600,37700,139198,37550,36600,5164
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  쿠콘 ,294570,14520,120,0.8,14400,14540,8982,14450,14280,129
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  이삭엔지니어링 ,351330,11700,110,-0.9,11810,12080,68092,11570,11570,805
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  해성에어로보틱스 ,059270,12500,230,-1.8,12730,12880,160007,12620,12090,1990
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  엔시스 ,333620,10750,130,-1.1,10880,11050,31923,10900,10610,345
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  자이언트스텝 ,289220,7260,10,0.1,7250,7400,42473,7390,7160,308
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  제노코 ,361390,16510,260,1.6,16250,16800,27062,16250,16150,447
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  라이프시맨틱스 ,347700,2790,50,1.8,2740,2855,1062980,2700,2660,2943
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  SK바이오사이언스   ,302440,52800,500,-0.9,53300,54400,58711,53500,52800,3137
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  바이오다인 ,314930,16600,990,6.3,15610,16600,452132,15500,15500,7354
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  화승알앤에이 ,378850,4240,70,1.6,4170,4240,137828,4140,4065,570
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  싸이버원 ,356890,3270,20,-0.6,3290,3400,6099,3290,3245,20
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  프레스티지바이오로직스 ,334970,5400,450,9.0,4950,6150,5689622,5920,5300,32488
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  나노씨엠에스 ,247660,9500,0,0.0,9500,9700,8214,9400,9330,78
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  뷰노 ,338220,31050,"1,750",-5.3,32800,33450,406481,33150,30950,12981
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  엑스플러스 ,373200,1579,89,-5.3,1668,1675,2033471,1667,1547,3286
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  유일에너테크 ,340930,2450,15,-0.6,2465,2500,67118,2495,2400,163
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  씨이랩 ,189330,8600,180,-2.0,8780,8990,11734,8780,8300,101
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  오로스테크놀로지 ,322310,23150,700,3.1,22450,23750,97991,22900,22200,2265
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  피엔에이치테크 ,239890,15150,0,0.0,15150,15290,28339,15290,14640,424
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  모비데이즈 ,363260,2120,60,-2.7,2180,2500,3881153,2305,2115,9059
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아이퀘스트 ,262840,2285,45,2.0,2240,2305,32061,2250,2235,73
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  레인보우로보틱스   ,277810,140700,"2,300",-1.6,143000,143800,91037,142300,139000,12863
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  아티스트유나이티드 ,321820,10600,70,0.6,10530,11070,55244,10530,10400,590
년월일,회사명,종목코드,현재가,변동금액,변동률,전일,고가,거래량,시가,저가,거래대금
2024-07-28,  솔루엠  ,248070,18700,360,-1.8,19060,19380,287699,19080,18700,5458
